facility_name,facility_type_display,improved_water_supply,improved_sanitation,chalkboard_each_classroom_yn,num_tchrs_with_nce,num_tchr_full_time,num_students_total,num_classrms_total,phcn_electricity,num_toilets_total,num_students_male,num_students_female,num_tchrs_male,num_tchrs_female,date_of_survey,education_type,community,ward,management,sector,unique_lga,latitude,longitude,total_teacher,student_teacher_ratio,total_student
St.Maryâs R.C.M N/P Schl,Pre-primary and Primary school combined,False,True,False,7,11,122,9,False,1,66,56,1,10,2012-08-27,Formal Only,Ilumoba/Araromi,9,public,education,ekiti,7.49535985,5.23552956,11,11.090909090909092,122
P/S Esit Urua,Pre-primary and Primary school combined,False,True,True,9,10,952,8,False,4,472,480,1,9,2012-08-27,Formal Only,Esit Urua,Central Ward 1,public,education,akwa,4.59415087,7.96260099,10,95.2,952
"Govt. School, Effoi",Pre-primary and Primary school combined,False,True,True,10,12,942,9,True,4,468,474,0,12,2012-08-24,Formal Only,Effoi,Ward 4 central,public,education,akwa,4.66971251,8.01661763,12,78.5,942
Makinar alparma primary school,Primary school only,False,False,False,1,2,67,8,True,0,43,24,1,1,2012-07-26,Formal Only,makinar alparma,mammansuka,public,education,sokoto,13.587738275528,5.28587222099304,2,33.5,67
Qic. Sec sch.  Atabong,Junior Secondary school only,True,True,False,3,17,200,20,True,4,80,120,5,12,2012-08-29,Formal Only,Atabong,Urban 2,private,education,akwa,4.65176153,7.92894185,17,11.764705882352942,200
"Community Secondary Technical Commercial School, Odio.",Junior and Senior Secondary school combined,False,False,False,8,24,1600,15,False,0,950,650,15,9,2012-08-25,Formal Only,Odio,Ward 5 central,public,education,akwa,4.57431509,7.91526397,24,66.66666666666667,1600
"Community Secondary Commercial School, Ikot Usoekong.",Junior and Senior Secondary school combined,False,True,False,5,30,1910,17,False,5,941,969,9,21,2012-08-27,Formal Only,Usoekong,Ward 3 central,public,education,akwa,4.68073162,7.98478383,30,63.666666666666664,1910
Girls focal Primary school,Primary school only,True,True,True,7,9,360,9,False,5,0,360,8,1,2014-04-02,formal_only,Zurmi,Zurmi,public,education,zamfara,12.7781256031044,6.78698280179188,9,40.0,360
L.G.E.A Pry. Sch. Ungwan Ate,Pre-primary and Primary school combined,False,False,True,16,28,272,7,False,0,121,151,5,23,2011-03-26,Formal Only,Ugnwan Ate,Kachia Urban,public,education,kaduna,9.90443229675293,7.95566260814667,28,9.714285714285714,272
KAMRI PRIMARY SCHOOL,Primary school only,False,True,True,5,13,315,8,False,1,167,148,12,1,2014-03-01,formal_only,KAMRI,KAMRI,public,education,katsina,12.6537,7.8582,13,24.23076923076923,315
"Eket Vocational Technical College, Effoi.","Adult, Vocational, or Technical",False,False,False,4,15,700,10,False,0,390,310,9,6,2012-08-24,Formal Only,Effoi,Ward 4 central,public,education,akwa,4.67183798,8.00478366,15,46.666666666666664,700
lduwinl,Senior Secondary school only,False,False,True,6,6,202,6,False,0,133,69,5,1,2012-08-28,Formal Only,letugbene,11,public,education,bayelsa,4.83213901519775,5.54230749607086,6,33.666666666666664,202
SENIOR SECONDARY SCHOOL EKEREMOR,Senior Secondary school only,True,False,False,6,21,454,11,False,0,289,165,17,4,2012-08-28,Formal Only,EKEREMOR,8,public,education,bayelsa,5.05624294281006,5.77290236949921,21,21.61904761904762,454
"Odeda Local Government Pry School, Iporo Oga, Olodo, Odeda.",Pre-primary and Primary school combined,True,True,True,3,3,149,6,False,2,79,70,2,1,2011-06-08,Formal Only,Iporo Oga,Olodo,public,education,ogun,7.27436006069183,3.64066958427429,3,49.666666666666664,149
"St.Ceciliaâs Catholic school,Otu",Pre-primary and Primary school combined,False,False,False,11,15,339,12,False,0,154,185,4,11,2012-05-25,Formal Only,Ilesan Quarters,Otu ward 8,public,education,oyo,8.20583526,3.41395729,15,22.6,339
Daku gati Primary School,Primary school only,False,False,True,1,1,127,2,False,0,64,63,1,0,2012-07-12,Formal Only,Daku Gati,Ebbo,public,education,niger,8.39243352413177,6.62834465503693,1,127.0,127
Community Primary School,Primary school only,False,False,False,2,8,387,6,False,0,188,199,8,0,2012-08-25,Formal Only,Lalagbene,5,public,education,bayelsa,5.04403352737427,5.93365252017975,8,48.375,387
Community Secondary School ll,Pre-primary and Primary school combined,False,False,False,10,30,1687,18,False,0,945,742,18,12,2012-08-28,Formal Only,Aleibiri,2,public,education,bayelsa,5.06829679012299,5.86858749389648,30,56.233333333333334,1687
Community Primary School,Primary school only,False,False,False,6,14,530,6,False,0,300,230,5,9,2012-08-27,Formal Only,Ogbosuwari,5,public,education,bayelsa,4.97441411018372,5.93960702419281,14,37.857142857142854,530
Brofab Secondary School Umuoma Okpofe,Junior Secondary school only,True,True,False,13,13,250,14,False,8,120,130,7,6,2014-04-22,formal_only,Umuoma Okpofe,Okpofe Ezeagbogu,private,education,imo,5.46844482421875,7.31527984142303,13,19.23076923076923,250
opukushi community primary school 2,Primary school only,False,True,True,4,8,250,3,False,3,100,150,5,3,2012-08-25,Formal Only,opukushi ama,12,private,education,bayelsa,4.90931153297424,5.77449023723602,8,31.25,250
Bakin Kanaka Primary School,Primary school only,False,False,False,1,3,246,2,False,0,168,78,3,0,2011-06-08,Formal Only,bakin kanaka,kafi b,public,education,bauchi,10.7010859251022,9.63247239589691,3,82.0,246
"JESUTOMILOBA NUR.SCH.ALAAFIA STREET,OSOGBO",Pre-primary and Primary school combined,True,True,False,7,7,128,10,True,2,75,53,1,6,2014-04-22,formal_only,OSOGBO,OSOGBO WARD 01,public,education,osun,7.78404541,4.55853431,7,18.285714285714285,128
MADVI PRI SCH,Primary school only,False,False,True,2,3,78,4,False,0,42,36,3,0,2012-07-12,Formal Only,MADVI,MUCHALA,public,education,adamawa,10.3747254610062,13.465815782547,3,26.0,78
GALAMBI PRIMARY SCHOOL,Primary school only,True,False,True,4,10,644,6,True,0,337,307,10,0,2012-05-04,Formal Only,GALAMBI,FARIN DUTSE,public,education,jigawa,11.1280453205109,10.0593513250351,10,64.4,644
"Odozienu Primary School,Akwukwu-Igbo.",Primary school only,False,False,False,4,4,140,6,False,0,60,80,3,1,2012-09-13,Formal Only,Ogbeani Camp Akwukwu-Igbo.,1,public,education,delta,6.33023957,6.63839176,4,35.0,140
Mongoho model primary school,Primary school only,True,True,False,0,10,556,8,False,6,152,404,10,0,2012-07-26,Formal Only,Mongoho,Mongoho,public,education,sokoto,13.50735049,4.94460317,10,55.6,556
Methodist pry sch Offi Oro,Pre-primary and Primary school combined,False,True,False,4,7,960,14,True,6,472,488,1,6,2012-09-10,Formal Only,Otieke offi oro,Offi 2,public,education,akwa,4.78099332,8.15019311,7,137.14285714285714,960
Osu Technical College Okohia,Junior and Senior Secondary school combined,False,False,False,7,24,897,40,True,0,897,0,21,3,2012-05-08,Formal Only,Osuowerre,Osuowerre Ward 1,public,education,imo,5.69031295,7.19557531,24,37.375,897
Community primary school,Primary school only,False,False,True,2,8,840,6,True,0,490,350,7,1,2012-08-26,Formal Only,Agbidiama,12,public,education,bayelsa,4.88354171,5.78410186,8,105.0,840
Our Leaders Nursery/Primary School,Pre-primary and Primary school combined,False,False,True,6,6,218,6,False,0,99,119,2,4,2012-08-24,Formal Only,Isampou,1,private,education,bayelsa,5.06969153881073,5.85402309894562,6,36.333333333333336,218
Ifelayo community primary school,Pre-primary and Primary school combined,False,True,True,6,7,335,8,False,6,173,162,5,2,2012-05-29,Formal Only,Ifelayo,Owu,public,education,ogun,6.83098261,4.13361641,7,47.857142857142854,335
UBEKulin Karaba,Primary school only,False,False,True,2,5,155,0,False,0,99,56,4,1,2014-05-21,formal_only,Kulin Karaba,Mah,public,education,kaduna,10.66966916,8.27380969,5,31.0,155
Nainawai pri sch,Primary school only,False,True,False,1,3,188,3,False,2,137,51,3,0,2012-06-12,Formal Only,Nainawa,Gabai,public,education,yobe,10.97910332,11.66343222,3,62.666666666666664,188
Community Primary School,Primary school only,False,False,False,5,5,270,6,False,0,114,156,1,4,2012-08-25,Formal Only,Ogboleserighagbene,4,public,education,bayelsa,5.02738773822784,5.85966646671295,5,54.0,270
CAC Nur/Pri.Sch.Iye,Pre-primary and Primary school combined,False,False,True,9,12,146,6,False,4,74,72,4,8,2012-05-30,Formal Only,Iye,Iye 03,public,education,ekiti,7.95723645,5.23332483,12,12.166666666666666,146
GURON PRIMARY SCHOOL,Primary school only,True,False,True,5,16,614,2,False,0,355,259,16,0,2012-05-27,Formal Only,GURON,MAYO FARANG,public,education,adamawa,8.90842616558075,12.1257573366165,16,38.375,614
Community primary school umudhene umuida,Pre-primary and Primary school combined,False,False,False,5,6,543,2,False,0,283,260,4,2,2012-06-14,Formal Only,Umuida,Umuozzi ward 7,public,education,enugu,6.9954976,7.41381358,6,90.5,543
U B E Ayamasa,Junior Secondary school only,False,False,False,4,8,146,4,False,0,89,57,7,1,2012-08-24,Formal Only,Ayamasa,1,public,education,bayelsa,5.12783646583557,5.91836929321289,8,18.25,146
EARLY FOUNDATION NURSERY AND PRIMARY SCHOOL EKEREMOR,Pre-primary and Primary school combined,False,True,True,3,15,230,13,False,6,100,130,7,8,2012-08-27,Formal Only,EKEREMOR,8,private,education,bayelsa,5.06462216377258,5.78192532062531,15,15.333333333333334,230
ERESOYEN NURSERY PRIMARY SCHOOL,Pre-primary and Primary school combined,False,True,False,28,28,1661,18,False,6,700,961,1,27,2014-04-15,formal_only,OLUKU,6,public,education,edo,6.4489038,5.59737833,28,59.32142857142857,1661
St Patrick jnr sec schl eredo,Junior Secondary school only,True,True,False,4,9,171,5,True,4,83,88,5,4,2012-09-10,Formal Only,EREDO,K1,public,education,lagos,6.64991902,3.98873297,9,19.0,171
Community Pry Sch,Pre-primary and Primary school combined,False,False,True,6,6,237,16,False,0,112,125,4,2,2011-05-17,Formal Only,kabangha,7,public,education,rivers,4.73300457000732,7.51072704792023,6,39.5,237
"Ntsurakpa Primary School, Izhia",Primary school only,False,False,False,12,20,515,11,False,0,237,278,4,16,2012-06-14,Formal Only,Ntsurakpa,Amike/Ntsurakpa,public,education,ebonyi,6.38962268829346,7.9941201210022,20,25.75,515
GOVERNMENT COMPREHENSIVE SECONDARY SCHOOL TAMOGBENE,Senior Secondary school only,False,False,False,3,9,289,6,False,0,142,147,7,2,2012-08-25,Formal Only,TAMOGBENE,7,public,education,bayelsa,4.97558355331421,5.7573938369751,9,32.111111111111114,289
Lgea pri. sch,Primary school only,False,False,False,9,10,230,6,False,0,134,96,8,2,2012-08-03,Formal Only,Danggu,Ampang west,public,education,plateau,9.27922010421753,9.12054598331451,10,23.0,230
agbidiama grammar school agbidiama,Senior Secondary school only,True,False,True,4,5,235,6,True,0,120,115,4,1,2012-08-26,Formal Only,agbidiama,12,public,education,bayelsa,4.88324582576752,5.78878104686737,5,47.0,235
Community Primary School,Primary school only,False,False,False,2,13,464,6,False,0,243,221,8,5,2012-08-24,Formal Only,"Gesimienogbo community, Isampou",1,public,education,bayelsa,5.06599545478821,5.83897590637207,13,35.69230769230769,464
Tugga Ahmadu primary school,Primary school only,False,False,False,1,6,192,2,False,0,100,92,6,0,2014-04-12,formal_only,Tugga Ahmadu,Yoffo,public,education,adamawa,9.03455522,11.92573483,6,32.0,192
"Government School, Abiakpo Ikot Abasi Inyang",Pre-primary and Primary school combined,True,True,False,7,8,830,14,False,6,405,425,3,5,2012-07-14,Formal Only,Abiakpo Ikot Abasi Inyang,Ikot Abia Ward 2,public,education,akwa,5.19559979438782,7.58106529712677,8,103.75,830
Methodist high School (senior),Junior and Senior Secondary school combined,True,True,True,23,33,1697,13,True,8,856,841,19,14,2014-04-13,formal_only,Arigbajo,Arigbajo,public,education,ogun,6.84222122,3.19495311,33,51.42424242424242,1697
micirants fishermen children school bakiri zion,Primary school only,False,False,True,2,3,150,3,False,0,100,50,2,1,2012-08-27,Formal Only,bakiri zion,11,public,education,bayelsa,5.11732220649719,5.44558167457581,3,50.0,150
COMMUNITY PRIMARY SCHOOL ISRAELLO ZION,Primary school only,False,False,False,3,11,346,6,False,0,185,161,3,8,2012-08-27,Formal Only,ISRAELLO ZION,10,public,education,bayelsa,5.05218207836151,5.73217570781708,11,31.454545454545453,346
Ruro amsami Primary,Primary school only,True,True,True,4,16,258,5,False,2,130,128,13,3,2012-08-25,Formal Only,Ruwo Amsami,Jera Bakari,public,education,adamawa,9.52794793,12.53342813,16,16.125,258
GOVT. DAY SECONDARY SCHOOL,Junior and Senior Secondary school combined,False,False,False,4,9,564,6,False,0,499,65,9,0,2012-07-11,Formal Only,BAKEO,BAKEO,public,education,niger,8.96063804626465,6.2115615606308,9,62.666666666666664,564
LGEA Primary School Anguwa Pah,Primary school only,True,True,False,3,7,243,4,False,3,157,86,7,0,2014-04-09,formal_only,Anguwa pah,Yakawada,public,education,kaduna,11.25439889,7.37006278,7,34.714285714285715,243
Govt Science and Technical College Sec Dept.,Junior Secondary school only,False,True,False,4,24,395,7,False,3,295,100,6,18,2012-07-17,Formal Only,Luba Iruwon Rd,11,public,education,ogun,6.83197978,3.9417486,24,16.458333333333332,395
Community Primary School ll,Primary school only,False,False,False,11,14,1015,6,False,0,515,500,10,4,2012-08-24,Formal Only,Isampou,1,public,education,bayelsa,5.06362974643707,5.85070252418518,14,72.5,1015
Pilot Sci. Sch.(Rcm) Kabwir,Pre-primary and Primary school combined,False,False,False,20,22,420,15,False,0,215,205,5,17,2011-05-13,Formal Only,Kabwir Urban,Kabwir,public,education,plateau,9.38803732395172,9.56114172935486,22,19.09090909090909,420
Tender Care International Sch.,Pre-primary and Primary school combined,True,True,False,8,24,199,24,True,25,95,104,6,18,2012-09-07,Formal Only,Magodo phase 1,A,private,education,lagos,6.63389106,3.38504306,24,8.291666666666666,199
Sebore Pri. School,Primary school only,False,True,True,2,3,143,2,False,2,61,82,3,0,2012-08-25,Formal Only,Sebore,Tofu,public,education,bauchi,11.41016465,10.45467155,3,47.666666666666664,143
Bata Community Junior Sec. Sch. Efagi,Junior Secondary school only,True,False,False,30,30,168,3,False,0,99,69,28,2,2014-04-30,formal_only,Efagi,Lafiagi ward 4,public,education,kwara,8.917725,5.39653666666667,30,5.6,168
Community Secondary School ,Senior Secondary school only,False,False,False,6,18,286,6,False,0,107,179,16,2,2012-08-24,Formal Only,Ayamasa,1,public,education,bayelsa,5.12639880180359,5.91804206371307,18,15.88888888888889,286
Time and Tide International School,Pre-primary and Primary school combined,True,True,True,7,8,210,10,False,3,120,90,2,6,2012-07-14,Formal Only,Ekete Waterside,05,private,education,delta,5.5051241,5.80395934,8,26.25,210
LEA Parka,Primary school only,False,False,False,9,10,262,8,False,0,134,128,3,7,2012-07-31,Formal Only,Perka,Ampang west,public,education,plateau,9.28396215,9.19177099,10,26.2,262
African Church School,Pre-primary and Primary school combined,True,True,False,5,5,805,6,True,2,399,406,2,3,2014-04-19,formal_only,Ikot Atan Essen,Asutan ,public,education,akwa,4.8343208,7.9371062,5,161.0,805
Gadum Bawa Primary School,Primary school only,False,False,True,0,1,60,0,False,0,38,22,1,0,2014-04-12,formal_only,Gadum Bawa,Malala,public,education,gombe,11.0383683443069,10.7667410373688,1,60.0,60
COMMUNITY PRIMARY SCHOOL (1)EKEREMOR,Primary school only,False,False,False,18,23,577,12,False,0,299,278,8,15,2012-08-27,Formal Only,EKEREMOR,8,public,education,bayelsa,5.05797028541565,5.78187704086304,23,25.08695652173913,577
ANOINTED NURSERY PRIMARY SCHOOL. OBIARUKU,Pre-primary and Primary school combined,False,True,False,3,7,95,19,False,6,35,60,2,5,2014-05-21,formal_only,Obiaruku,9,private,education,delta,5.82703346,6.14789306,7,13.571428571428571,95
"Community Secondary School, Isampou",Senior Secondary school only,False,False,False,1,13,585,6,False,0,385,200,11,2,2012-08-24,Formal Only,Isampou,1,public,education,bayelsa,5.06279289722443,5.85095465183258,13,45.0,585
COMMUNITY PRIMARY SCHOOL 2 TORU-NDORO,Primary school only,False,False,False,12,16,918,6,False,4,459,459,14,2,2012-08-24,Formal Only,TORU-NDORO,10,public,education,bayelsa,5.04227936267853,5.58747589588165,16,57.375,918
ST PETERS CATH SCHOOL URUA EDET OBO,Pre-primary and Primary school combined,False,False,False,10,14,980,19,False,10,500,480,4,10,2012-07-17,Formal Only,URUA EDET OBO,UKANA WEST WARD I,public,education,akwa,5.18357276916504,7.61959791183472,14,70.0,980
TUMBI PRIMARY SCHOOL,Primary school only,False,False,True,3,4,29,2,False,0,12,17,4,0,2012-09-10,Formal Only,TUMBI,NIKUCHI TUNGAN MALLAM,public,education,niger,9.27737317,6.69153975,4,7.25,29
COMMUNITY PRIMARY SCHOOL BEAUTIFUL GATE,Primary school only,False,False,False,9,15,1030,9,False,0,458,572,7,8,2012-08-27,Formal Only,BEAUTIFUL GATE,7,public,education,bayelsa,5.05159735679626,5.75441122055054,15,68.66666666666667,1030
Govt day Sec Sch,Junior and Senior Secondary school combined,False,False,True,4,6,285,3,False,0,196,89,5,1,2012-09-09,Formal Only,Baidna,Kwakuti,public,education,niger,9.40270900726318,6.88701689243317,6,47.5,285
COMMUNITY PRIMARY SCHOOOL AMABULOU,Primary school only,False,False,False,8,9,450,6,False,0,200,250,9,0,2012-08-25,Formal Only,AMABULOU,7,public,education,bayelsa,4.98847424983978,5.80491185188293,9,50.0,450
ST PAUL CATHOLIC PRIMARY SCHOOL EKEREMOR,Primary school only,False,False,False,13,23,986,7,False,0,518,468,6,17,2012-08-27,Formal Only,EKEREMOR,8,public,education,bayelsa,5.05438685417175,5.77771425247192,23,42.869565217391305,986
A. U. D PRY SCHOOL,Pre-primary and Primary school combined,True,False,True,7,9,266,12,False,0,147,119,7,2,2012-07-12,Formal Only,ISOKO,9,public,education,osun,7.91507135,4.28019902,9,29.555555555555557,266
Government Junior Secondary School Gala,Junior Secondary school only,False,True,True,14,15,120,3,False,2,120,0,15,0,2012-08-24,Formal Only,Gala,Gala,public,education,kano,11.45754598,8.94743718,15,8.0,120
The Apostolic Subject Teacher Pilot School,Pre-primary and Primary school combined,True,True,True,33,33,551,25,False,10,401,150,5,28,2014-04-11,formal_only,Iwaro,D,public,education,ekiti,7.81360357,5.07220561,33,16.696969696969695,551
GANGARA PRIMARY SCHOOL,Primary school only,False,True,False,2,2,160,4,False,15,80,80,2,0,2014-04-04,formal_only,GANGARA,KIYAKO,public,education,jigawa,11.32372767,9.59840026,2,80.0,160
Glory of God Nursary and Primary School,Pre-primary and Primary school combined,True,False,True,10,13,243,10,True,6,118,125,3,10,2012-07-13,Formal Only,Eyenkole,4,private,education,osun,7.90554121,4.33093103,13,18.692307692307693,243
